Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Mean,Bwd Pkt Len Max,Bwd Pkt Len Mean,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Mean,Bwd IAT Mean,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,Pkt Len Var,Active Mean,Idle Mean,TTL Mean,TTL Std,Win Size Mean,Win Size Min,Frag Count,Payload Len Mean,Payload Len Std,Retrans Count,Dst Port,Protocol,Timestamp,Src IP,Dst IP
110935.92643737793,5,5,442.0,858.0,170.0,88.4,401.0,171.6,11718.47607667328,90.14212366671752,12326.214048597547,24640.19882331256,76133.96644592285,27697.02672958374,27720.212936401367,2,2,0,3,9,11643.4,110935.92643737793,0.0,64.0,0.0,13166.2,64.0,0,62.4,108.77885824000911,0,8080,6,15/09/2026 11:36:35,10.50.45.103,10.50.45.35
26437.997817993164,5,5,424.0,858.0,152.0,84.8,401.0,171.6,48490.812686560435,378.24346869391917,2937.5553131103516,3946.126927784548,10555.98258972168,6595.492362976074,6590.485572814941,2,2,0,3,9,11528.560000000001,26437.997817993164,0.0,64.0,0.0,13166.2,64.0,0,60.6,108.22310289397547,0,4444,6,15/09/2026 11:36:35,10.50.45.103,10.50.45.35
22562.98065185547,4,3,272.0,206.0,74.0,68.0,74.0,68.66666666666667,21185.14425799907,310.2426983388985,3760.4967753092446,5380.3002411575,14928.102493286133,7520.993550618489,8321.046829223633,2,2,0,0,6,13.061224489795922,22562.98065185547,0.0,64.0,0.0,18719.14285714286,64.0,0,0.0,0.0,0,4444,6,15/09/2026 11:36:35,10.50.45.103,10.50.45.35
56.02836608886719,1,1,74.0,54.0,74.0,74.0,54.0,54.0,128000.0,2000.0,56.02836608886719,0.0,56.02836608886719,0.0,0.0,0,1,1,0,1,100.0,56.02836608886719,0.0,64.0,0.0,32120.0,0.0,0,0.0,0.0,0,4445,6,15/09/2026 11:36:35,10.50.45.103,10.50.45.35
402167.08183288574,5,5,442.0,858.0,170.0,88.4,401.0,171.6,3232.487338534074,24.865287219492878,44685.231314765086,96307.5743886612,303176.1646270752,100519.77634429932,100529.78992462158,2,2,0,3,9,11643.4,402167.08183288574,0.0,64.0,0.0,13166.2,64.0,0,62.4,108.77885824000911,0,8080,6,15/09/2026 11:36:37,10.50.45.103,10.50.45.35
66729.06875610352,5,5,424.0,858.0,152.0,84.8,401.0,171.6,19212.016950000358,149.85972659906676,7414.340972900391,13407.4432071446,36164.045333862305,16657.769680023193,16665.756702423096,2,2,0,3,9,11528.560000000001,66729.06875610352,0.0,64.0,0.0,13166.2,64.0,0,60.6,108.22310289397547,0,4444,6,15/09/2026 11:36:37,10.50.45.103,10.50.45.35
59617.042541503906,4,3,272.0,206.0,74.0,68.0,74.0,68.66666666666667,8017.841536960313,117.4160894533937,9936.173756917318,14588.722250421593,38410.90202331543,19872.347513834637,19857.048988342285,2,2,0,0,6,13.061224489795922,59617.042541503906,0.0,64.0,0.0,18719.14285714286,64.0,0,0.0,0.0,0,4444,6,15/09/2026 11:36:38,10.50.45.103,10.50.45.35
56.98204040527344,1,1,74.0,54.0,74.0,74.0,54.0,54.0,128000.0,2000.0,56.98204040527344,0.0,56.98204040527344,0.0,0.0,0,1,1,0,1,100.0,56.98204040527344,0.0,64.0,0.0,32120.0,0.0,0,0.0,0.0,0,4445,6,15/09/2026 11:36:38,10.50.45.103,10.50.45.35
174710.03532409668,5,5,442.0,858.0,170.0,88.4,401.0,171.6,7440.900561827652,57.237696629443484,19412.22614712185,33429.46661546766,102611.06491088867,43655.991554260254,43663.26332092285,2,2,0,3,9,11643.4,174710.03532409668,0.0,64.0,0.0,13166.2,64.0,0,62.4,108.77885824000911,0,8080,6,15/09/2026 11:36:40,10.50.45.103,10.50.45.35
51364.898681640625,5,5,424.0,858.0,152.0,84.8,401.0,171.6,24958.678648347566,194.68548087634608,5707.210964626736,10131.453845408187,27884.00650024414,12814.760208129883,12799.978256225586,2,2,0,3,9,11528.560000000001,51364.898681640625,0.0,64.0,0.0,13166.2,64.0,0,60.6,108.22310289397547,0,4444,6,15/09/2026 11:36:40,10.50.45.103,10.50.45.35
78680.99212646484,4,3,272.0,206.0,74.0,68.0,74.0,68.66666666666667,6075.16487885289,88.96684969031429,13113.49868774414,18245.89810920481,43550.01449584961,26226.99737548828,17530.441284179688,2,2,0,0,6,13.061224489795922,78680.99212646484,0.0,64.0,0.0,18719.14285714286,64.0,0,0.0,0.0,0,4444,6,15/09/2026 11:36:40,10.50.45.103,10.50.45.35
69.14138793945312,1,1,74.0,54.0,74.0,74.0,54.0,54.0,128000.0,2000.0,69.14138793945312,0.0,69.14138793945312,0.0,0.0,0,1,1,0,1,100.0,69.14138793945312,0.0,64.0,0.0,32120.0,0.0,0,0.0,0.0,0,4445,6,15/09/2026 11:36:40,10.50.45.103,10.50.45.35
94096.18377685547,5,5,442.0,858.0,170.0,88.4,401.0,171.6,13815.65062280195,106.274235560015,10455.131530761719,18979.53381607354,50902.12821960449,23492.99192428589,23510.277271270752,2,2,0,3,9,11643.4,94096.18377685547,0.0,64.0,0.0,13166.2,64.0,0,62.4,108.77885824000911,0,8080,6,15/09/2026 11:36:42,10.50.45.103,10.50.45.35
115108.01315307617,6,6,502.0,1259.0,152.0,83.66666666666667,401.0,209.83333333333334,15298.674277855334,104.24990990020672,10464.364832097834,22386.514165341752,77507.01904296875,23005.199432373047,23003.578186035156,3,2,0,4,11,15674.6875,115108.01315307617,0.0,64.0,0.0,11018.916666666666,64.0,0,78.41666666666667,126.58360763630584,1,4444,6,15/09/2026 11:36:42,10.50.45.103,10.50.45.35
97472.9061126709,4,3,272.0,206.0,74.0,68.0,74.0,68.66666666666667,4903.926835293802,71.8148281319176,16245.484352111816,34001.54287001189,92200.04081726074,32490.968704223633,46535.01510620117,2,2,0,0,6,13.061224489795922,97472.9061126709,0.0,64.0,0.0,18719.14285714286,64.0,0,0.0,0.0,0,4444,6,15/09/2026 11:36:42,10.50.45.103,10.50.45.35
40.0543212890625,1,1,74.0,54.0,74.0,74.0,54.0,54.0,128000.0,2000.0,40.0543212890625,0.0,40.0543212890625,0.0,0.0,0,1,1,0,1,100.0,40.0543212890625,0.0,64.0,0.0,32120.0,0.0,0,0.0,0.0,0,4445,6,15/09/2026 11:36:42,10.50.45.103,10.50.45.35
48376.08337402344,5,5,442.0,858.0,170.0,88.4,401.0,171.6,26872.783188108664,206.7137168316051,5375.120374891493,9588.329978799065,25748.014450073242,12063.50326538086,12077.748775482178,2,2,0,3,9,11643.4,48376.08337402344,0.0,64.0,0.0,13166.2,64.0,0,62.4,108.77885824000911,0,8080,6,15/09/2026 11:36:44,10.50.45.103,10.50.45.35
110232.11479187012,5,5,424.0,858.0,152.0,84.8,401.0,171.6,11630.004580974895,90.71766443818171,12248.012754652234,23760.669338107607,71434.02099609375,27527.51111984253,27531.26621246338,2,2,0,3,9,11528.560000000001,110232.11479187012,0.0,64.0,0.0,13166.2,64.0,0,60.6,108.22310289397547,0,4444,6,15/09/2026 11:36:44,10.50.45.103,10.50.45.35
43864.01176452637,4,2,272.0,140.0,74.0,68.0,74.0,70.0,9392.665728153757,136.78639409932654,8772.802352905273,11484.890580301028,31152.963638305664,14621.337254842123,37730.21697998047,2,2,0,0,5,14.222222222222223,43864.01176452637,0.0,64.0,0.0,21828.333333333332,64.0,0,0.0,0.0,0,4444,6,15/09/2026 11:36:45,10.50.45.103,10.50.45.35
63.89617919921875,1,1,74.0,54.0,74.0,74.0,54.0,54.0,128000.0,2000.0,63.89617919921875,0.0,63.89617919921875,0.0,0.0,0,1,1,0,1,100.0,63.89617919921875,0.0,64.0,0.0,32120.0,0.0,0,0.0,0.0,0,4445,6,15/09/2026 11:36:45,10.50.45.103,10.50.45.35
